Character Name,Line ID,Path,Ch Name Diff,Character ID,Character Name (copy),Main Character,Name in Caps,Relation,Relation - Negative,Relation - Negative (copy 2),Relation - Neutral,Relation - Neutral (copy),Relation - Positive,Relation - Positive (copy 2),Relation Sentiment,Relationship,Set ID,Synergy Type,URL,1,Number of Records,S.No.,X,Y
Carnage,779,2,Carnage,16,Carnage,Spider-Man (Symbiote),CARNAGE,Family,,,,,Family,Family,Positive,Relationship with Spider-Man (Symbiote) - ,95,Normal,,1,1,1558,4066.049072,4835.964844
Spider-Man (Symbiote),780,1,,95,Spider-Man (Symbiote),Spider-Man (Symbiote),SPIDER-MAN (SYMBIOTE),Enemies,,Enemies,,,,,Negative,,95,Normal,,1,1,1559,5474.13623,7102.093262
Electro,780,2,Electro,31,Electro,Spider-Man (Symbiote),ELECTRO,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Spider-Man (Symbiote) - ,95,Normal,,1,1,1560,9302.867188,4742.516113
Spider-Man (Symbiote),781,1,,95,Spider-Man (Symbiote),Spider-Man (Symbiote),SPIDER-MAN (SYMBIOTE),Seething Hatred,,Seething Hatred,,,,,Negative,,95,Normal,,1,1,1561,5474.13623,7102.093262
Green Goblin,781,2,Green Goblin,37,Green Goblin,Spider-Man (Symbiote),GREEN GOBLIN,Seething Hatred,Seething Hatred,Seething Hatred,,,,,Negative,Relationship with Spider-Man (Symbiote) - ,95,Normal,,1,1,1562,9635.112305,1892.334106
Spider-Man (Symbiote),782,1,,95,Spider-Man (Symbiote),Spider-Man (Symbiote),SPIDER-MAN (SYMBIOTE),Teammates,,,,,,Teammates,Positive,,95,Normal,,1,1,1563,5474.13623,7102.093262
Gwenpool,782,2,Gwenpool,40,Gwenpool,Spider-Man (Symbiote),GWENPOOL,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Spider-Man (Symbiote) - ,95,Normal,,1,1,1564,1186.59021,1541.901855
Spider-Man (Symbiote),783,1,,95,Spider-Man (Symbiote),Spider-Man (Symbiote),SPIDER-MAN (SYMBIOTE),Friends,,,,,,Friends,Positive,,95,Normal,,1,1,1565,5474.13623,7102.093262
Storm,783,2,Storm,97,Storm,Spider-Man (Symbiote),STORM,Friends,,,,,Friends,Friends,Positive,Relationship with Spider-Man (Symbiote) - ,95,Normal,,1,1,1566,9160.476563,335.9421387
Spider-Man (Symbiote),784,1,,95,Spider-Man (Symbiote),Spider-Man (Symbiote),SPIDER-MAN (SYMBIOTE),Family,,,,,,Family,Positive,,95,Normal,,1,1,1567,5474.13623,7102.093262
Venom,784,2,Venom,107,Venom,Spider-Man (Symbiote),VENOM,Family,,,,,Family,Family,Positive,Relationship with Spider-Man (Symbiote) - ,95,Normal,,1,1,1568,2404.822754,9508.394531
Spider-Man (Symbiote),785,1,,95,Spider-Man (Symbiote),Spider-Man (Symbiote),SPIDER-MAN (SYMBIOTE),Family,,,,,,Family,Positive,,95,Normal,,1,1,1569,5474.13623,7102.093262
Venompool,785,2,Venompool,108,Venompool,Spider-Man (Symbiote),VENOMPOOL,Family,,,,,Family,Family,Positive,Relationship with Spider-Man (Symbiote) - ,95,Normal,,1,1,1570,9033.90625,4929.413574
Star-Lord,786,1,,96,Star-Lord,Star-Lord,STAR-LORD,Friends,,,,,,Friends,Positive,,96,Normal,,1,1,1571,1075.841797,1331.642578
Angela,786,2,Angela,3,Angela,Star-Lord,ANGELA,Friends,,,,,Friends,Friends,Positive,Relationship with Star-Lord - ,96,Normal,,1,1,1572,7056.256348,3901.479004
Star-Lord,787,1,,96,Star-Lord,Star-Lord,STAR-LORD,Teammates,,,,,,Teammates,Positive,,96,Reciprocal,,1,1,1573,1075.841797,1331.642578
Drax,787,2,Drax,30,Drax,Star-Lord,DRAX,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Star-Lord - ,96,Reciprocal,,1,1,1574,3401.558594,8223.476563
Star-Lord,788,1,,96,Star-Lord,Star-Lord,STAR-LORD,Teammates,,,,,,Teammates,Positive,,96,Perfect,,1,1,1575,1075.841797,1331.642578
Gamora,788,2,Gamora,35,Gamora,Star-Lord,GAMORA,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Star-Lord - ,96,Perfect,,1,1,1576,9318.688477,5116.310547
Star-Lord,789,1,,96,Star-Lord,Star-Lord,STAR-LORD,Friends,,,,,,Friends,Positive,,96,Reciprocal,,1,1,1577,1075.841797,1331.642578
Groot,789,2,Groot,38,Groot,Star-Lord,GROOT,Friends,,,,,Friends,Friends,Positive,Relationship with Star-Lord - ,96,Reciprocal,,1,1,1578,8432.701172,2406.301514
Star-Lord,790,1,,96,Star-Lord,Star-Lord,STAR-LORD,Enemies,,Enemies,,,,,Negative,,96,Normal,,1,1,1579,1075.841797,1331.642578
Nebula,790,2,Nebula,74,Nebula,Star-Lord,NEBULA,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Star-Lord - ,96,Normal,,1,1,1580,2389.001465,3574.408936
Star-Lord,791,1,,96,Star-Lord,Star-Lord,STAR-LORD,Friends,,,,,,Friends,Positive,,96,Reciprocal,,1,1,1581,1075.841797,1331.642578
Rocket Raccoon,791,2,Rocket Raccoon,84,Rocket Raccoon,Star-Lord,ROCKET RACCOON,Friends,,,,,Friends,Friends,Positive,Relationship with Star-Lord - ,96,Reciprocal,,1,1,1582,4081.870361,6214.331543
Star-Lord,792,1,,96,Star-Lord,Star-Lord,STAR-LORD,Enemies,,Enemies,,,,,Negative,,96,Normal,,1,1,1583,1075.841797,1331.642578
Thanos,792,2,Thanos,100,Thanos,Star-Lord,THANOS,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Star-Lord - ,96,Normal,,1,1,1584,4762.182129,7569.336426
Star-Lord,793,1,,96,Star-Lord,Star-Lord,STAR-LORD,Rivals,,Rivals,,,,,Negative,,96,Normal,,1,1,1585,1075.841797,1331.642578
Yondu,793,2,Yondu,118,Yondu,Star-Lord,YONDU,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Star-Lord - ,96,Normal,,1,1,1586,8622.555664,4088.376221
Storm,794,1,,97,Storm,Storm,STORM,Romance,,,,,,Romance,Positive,,97,Reciprocal,,1,1,1587,9160.476563,335.9421387
Black Panther,794,2,Black Panther,8,Black Panther,Storm,BLACK PANTHER,Romance,,,,,Romance,Romance,Positive,Relationship with Storm - ,97,Reciprocal,,1,1,1588,5964.593262,7102.093262
Storm,795,1,,97,Storm,Storm,STORM,Teammates,,,,,,Teammates,Positive,,97,Reciprocal,,1,1,1589,9160.476563,335.9421387
Cyclops (Blue Team),795,2,Cyclops (Blue Team),20,Cyclops (Blue Team),Storm,CYCLOPS (BLUE TEAM),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Storm - ,97,Reciprocal,,1,1,1590,949.2721558,2826.820068
Storm,796,1,,97,Storm,Storm,STORM,Teammates,,,,,,Teammates,Positive,,97,Perfect,,1,1,1591,9160.476563,335.9421387
Cyclops (New Xavier School),796,2,Cyclops (New Xavier School),21,Cyclops (New Xavier School),Storm,CYCLOPS (NEW XAVIER SCHOOL),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Storm - ,97,Perfect,,1,1,1592,4319.188477,1051.296753
Storm,797,1,,97,Storm,Storm,STORM,Friends,,,,,,Friends,Positive,,97,Reciprocal,,1,1,1593,9160.476563,335.9421387
Magik,797,2,Magik,64,Magik,Storm,MAGIK,Friends,,,,,Friends,Friends,Positive,Relationship with Storm - ,97,Reciprocal,,1,1,1594,1455.550659,8714.082031
Storm,798,1,,97,Storm,Storm,STORM,Enemies,,Enemies,,,,,Negative,,97,Perfect,,1,1,1595,9160.476563,335.9421387
Magneto,798,2,Magneto,65,Magneto,Storm,MAGNETO,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Storm - ,97,Perfect,,1,1,1596,9619.291016,5420.018555
Storm,799,1,,97,Storm,Storm,STORM,Enemies,,Enemies,,,,,Negative,,97,Normal,,1,1,1597,9160.476563,335.9421387
Magneto (Marvel Now!),799,2,Magneto (Marvel Now!),66,Magneto (Marvel Now!),Storm,MAGNETO (MARVEL NOW!),Enemies,Enemies,Enemies,,,,,Negative,Relationship with Storm - ,97,Normal,,1,1,1598,6676.547363,9321.498047
Storm,800,1,,97,Storm,Storm,STORM,Friends,,,,,,Friends,Positive,,97,Normal,,1,1,1599,9160.476563,335.9421387
Phoenix,800,2,Phoenix,77,Phoenix,Storm,PHOENIX,Friends,,,,,Friends,Friends,Positive,Relationship with Storm - ,97,Normal,,1,1,1600,870.1661377,5233.121582
Storm,801,1,,97,Storm,Storm,STORM,Teammates,,,,,,Teammates,Positive,,97,Normal,,1,1,1601,9160.476563,335.9421387
Psylocke,801,2,Psylocke,78,Psylocke,Storm,PSYLOCKE,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Storm - ,97,Normal,,1,1,1602,6629.083984,3317.425293
Storm,802,1,,97,Storm,Storm,STORM,Friends,,,,,,Friends,Positive,,97,Normal,,1,1,1603,9160.476563,335.9421387
Spider-Man (Symbiote),802,2,Spider-Man (Symbiote),95,Spider-Man (Symbiote),Storm,SPIDER-MAN (SYMBIOTE),Friends,,,,,Friends,Friends,Positive,Relationship with Storm - ,97,Normal,,1,1,1604,5474.13623,7102.093262
Superior Iron Man,803,1,,98,Superior Iron Man,Superior Iron Man,SUPERIOR IRON MAN,Masterminds,,,,Masterminds,,,Neutral,,98,Normal,,1,1,1605,648.6693115,2219.404297
Beast,803,2,Beast,6,Beast,Superior Iron Man,BEAST,Masterminds,,,Masterminds,Masterminds,,,Neutral,Relationship with Superior Iron Man - ,98,Normal,,1,1,1606,7657.461914,9251.411133
Superior Iron Man,804,1,,98,Superior Iron Man,Superior Iron Man,SUPERIOR IRON MAN,Enemies,,Enemies,,,,,Negative,,98,Reciprocal,,1,1,1607,648.6693115,2219.404297
Captain America,804,2,Captain America,13,Captain America,Superior Iron Man,CAPTAIN AMERICA,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Superior Iron Man - ,98,Reciprocal,,1,1,1608,7878.958984,6961.92041
Superior Iron Man,805,1,,98,Superior Iron Man,Superior Iron Man,SUPERIOR IRON MAN,Rivals,,Rivals,,,,,Negative,,98,Reciprocal,,1,1,1609,648.6693115,2219.404297
Daredevil (Classic),805,2,Daredevil (Classic),23,Daredevil (Classic),Superior Iron Man,DAREDEVIL (CLASSIC),Rivals,Rivals,Rivals,,,,,Negative,Relationship with Superior Iron Man - ,98,Reciprocal,,1,1,1610,6106.984375,8316.924805
Superior Iron Man,806,1,,98,Superior Iron Man,Superior Iron Man,SUPERIOR IRON MAN,Family,,,,,,Family,Positive,,98,Normal,,1,1,1611,648.6693115,2219.404297
Hulkbuster,806,2,Hulkbuster,47,Hulkbuster,Superior Iron Man,HULKBUSTER,Family,,,,,Family,Family,Positive,Relationship with Superior Iron Man - ,98,Normal,,1,1,1612,1677.047485,7709.509277
Superior Iron Man,807,1,,98,Superior Iron Man,Superior Iron Man,SUPERIOR IRON MAN,Romance,,,,,,Romance,Positive,,98,Normal,,1,1,1613,648.6693115,2219.404297
She-Hulk,807,2,She-Hulk,90,She-Hulk,Superior Iron Man,SHE-HULK,Romance,,,,,Romance,Romance,Positive,Relationship with Superior Iron Man - ,98,Normal,,1,1,1614,3164.240479,9648.719727
Superior Iron Man,808,1,,98,Superior Iron Man,Superior Iron Man,SUPERIOR IRON MAN,Teammates,,,,,,Teammates,Positive,,98,Normal,,1,1,1615,648.6693115,2219.404297
Thor,808,2,Thor,101,Thor,Superior Iron Man,THOR,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Superior Iron Man - ,98,Normal,,1,1,1616,6834.759277,410.8025208
Superior Iron Man,809,1,,98,Superior Iron Man,Superior Iron Man,SUPERIOR IRON MAN,Family,,,,,,Family,Positive,,98,Normal,,1,1,1617,648.6693115,2219.404297
Ultron,809,2,Ultron,104,Ultron,Superior Iron Man,ULTRON,Family,,,,,Family,Family,Positive,Relationship with Superior Iron Man - ,98,Normal,,1,1,1618,1597.941406,3060.44165
Superior Iron Man,810,1,,98,Superior Iron Man,Superior Iron Man,SUPERIOR IRON MAN,Idol,,,,,,Idol,Positive,,98,Normal,,1,1,1619,648.6693115,2219.404297
Yellowjacket,810,2,Yellowjacket,117,Yellowjacket,Superior Iron Man,YELLOWJACKET,Idol,,,,,Idol,Idol,Positive,Relationship with Superior Iron Man - ,98,Normal,,1,1,1620,9302.867188,4976.137695
Taskmaster,811,1,,99,Taskmaster,Taskmaster,TASKMASTER,Professors In Crime,,,,Professors In Crime,,,Neutral,,99,Normal,,1,1,1621,7467.607422,8737.444336
Crossbones,811,2,Crossbones,19,Crossbones,Taskmaster,CROSSBONES,Professors In Crime,,,Professors In Crime,Professors In Crime,,,Neutral,Relationship with Taskmaster - ,99,Normal,,1,1,1622,5648.169434,373.7944031
Taskmaster,812,1,,99,Taskmaster,Taskmaster,TASKMASTER,Mostly Average Joes,,,,Mostly Average Joes,,,Neutral,,99,Normal,,1,1,1623,7467.607422,8737.444336
Hawkeye,812,2,Hawkeye,41,Hawkeye,Taskmaster,HAWKEYE,Mostly Average Joes,,,Mostly Average Joes,Mostly Average Joes,,,Neutral,Relationship with Taskmaster - ,99,Normal,,1,1,1624,7103.719727,4532.256836
Taskmaster,813,1,,99,Taskmaster,Taskmaster,TASKMASTER,Advanced Idea Mechanics,,,,Advanced Idea Mechanics,,,Neutral,,99,Normal,,1,1,1625,7467.607422,8737.444336
M.O.D.O.K.,813,2,M.O.D.O.K.,63,M.O.D.O.K.,Taskmaster,M.O.D.O.K.,Advanced Idea Mechanics,,,Advanced Idea Mechanics,Advanced Idea Mechanics,,,Neutral,Relationship with Taskmaster - ,99,Normal,,1,1,1626,5980.414551,537.3294678
Taskmaster,814,1,,99,Taskmaster,Taskmaster,TASKMASTER,Termination Contract,,,,Termination Contract,,,Neutral,,99,Normal,,1,1,1627,7467.607422,8737.444336
Moon Knight,814,2,Moon Knight,69,Moon Knight,Taskmaster,MOON KNIGHT,Termination Contract,,,Termination Contract,Termination Contract,,,Neutral,Relationship with Taskmaster - ,99,Normal,,1,1,1628,506.2784729,747.5888062
Taskmaster,815,1,,99,Taskmaster,Taskmaster,TASKMASTER,Thunderbolts,,,,Thunderbolts,,,Neutral,,99,Normal,,1,1,1629,7467.607422,8737.444336
Winter Soldier,815,2,Winter Soldier,114,Winter Soldier,Taskmaster,WINTER SOLDIER,Thunderbolts,,,Thunderbolts,Thunderbolts,,,Neutral,Relationship with Taskmaster - ,99,Normal,,1,1,1630,1471.371826,8153.390137
Thanos,816,1,,100,Thanos,Thanos,THANOS,Nemesis,,Nemesis,,,,,Negative,,100,Normal,,1,1,1631,4762.182129,7569.336426
Deadpool,816,2,Deadpool,24,Deadpool,Thanos,DEADPOOL,Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Thanos - ,100,Normal,,1,1,1632,3543.949463,4228.548828
Thanos,817,1,,100,Thanos,Thanos,THANOS,Nemesis,,Nemesis,,,,,Negative,,100,Normal,,1,1,1633,4762.182129,7569.336426
Deadpool (X-Force),817,2,Deadpool (X-Force),25,Deadpool (X-Force),Thanos,DEADPOOL (X-FORCE),Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Thanos - ,100,Normal,,1,1,1634,9255.40332,5022.862305
Thanos,818,1,,100,Thanos,Thanos,THANOS,Family,,,,,,Family,Positive,,100,Normal,,1,1,1635,4762.182129,7569.336426
Gamora,818,2,Gamora,35,Gamora,Thanos,GAMORA,Family,,,,,Family,Family,Positive,Relationship with Thanos - ,100,Normal,,1,1,1636,9318.688477,5116.310547
Thanos,819,1,,100,Thanos,Thanos,THANOS,Enemies,,Enemies,,,,,Negative,,100,Normal,,1,1,1637,4762.182129,7569.336426
Hulk,819,2,Hulk,45,Hulk,Thanos,HULK,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Thanos - ,100,Normal,,1,1,1638,4651.433594,5910.624023
Thanos,820,1,,100,Thanos,Thanos,THANOS,Family,,,,,,Family,Positive,,100,Normal,,1,1,1639,4762.182129,7569.336426
Nebula,820,2,Nebula,74,Nebula,Thanos,NEBULA,Family,,,,,Family,Family,Positive,Relationship with Thanos - ,100,Normal,,1,1,1640,2389.001465,3574.408936
Thanos,821,1,,100,Thanos,Thanos,THANOS,Enemies,,Enemies,,,,,Negative,,100,Normal,,1,1,1641,4762.182129,7569.336426
Star-Lord,821,2,Star-Lord,96,Star-Lord,Thanos,STAR-LORD,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Thanos - ,100,Normal,,1,1,1642,1075.841797,1331.642578
Thanos,822,1,,100,Thanos,Thanos,THANOS,Rivals,,Rivals,,,,,Negative,,100,Normal,,1,1,1643,4762.182129,7569.336426
Ultron (Classic),822,2,Ultron (Classic),105,Ultron (Classic),Thanos,ULTRON (CLASSIC),Rivals,Rivals,Rivals,,,,,Negative,Relationship with Thanos - ,100,Normal,,1,1,1644,2642.140869,3691.219727
Thor,823,1,,101,Thor,Thor,THOR,Family,,,,,,Family,Positive,,101,Normal,,1,1,1645,6834.759277,410.8025208
Angela,823,2,Angela,3,Angela,Thor,ANGELA,Family,,,,,Family,Family,Positive,Relationship with Thor - ,101,Normal,,1,1,1646,7056.256348,3901.479004
Thor,824,1,,101,Thor,Thor,THOR,Friends,,,,,,Friends,Positive,,101,Reciprocal,,1,1,1647,6834.759277,410.8025208
Doctor Strange,824,2,Doctor Strange,27,Doctor Strange,Thor,DOCTOR STRANGE,Friends,,,,,Friends,Friends,Positive,Relationship with Thor - ,101,Reciprocal,,1,1,1648,3306.631348,1985.782715
Thor,825,1,,101,Thor,Thor,THOR,Rivals,,Rivals,,,,,Negative,,101,Normal,,1,1,1649,6834.759277,410.8025208
Hulk,825,2,Hulk,45,Hulk,Thor,HULK,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Thor - ,101,Normal,,1,1,1650,4651.433594,5910.624023
Thor,826,1,,101,Thor,Thor,THOR,Friends,,,,,,Friends,Positive,,101,Normal,,1,1,1651,6834.759277,410.8025208
Hyperion,826,2,Hyperion,48,Hyperion,Thor,HYPERION,Friends,,,,,Friends,Friends,Positive,Relationship with Thor - ,101,Normal,,1,1,1652,411.3512573,8013.217285
Thor,827,1,,101,Thor,Thor,THOR,Friends,,,,,,Friends,Positive,,101,Perfect,,1,1,1653,6834.759277,410.8025208
Iron Man,827,2,Iron Man,52,Iron Man,Thor,IRON MAN,Friends,,,,,Friends,Friends,Positive,Relationship with Thor - ,101,Perfect,,1,1,1654,5553.242188,9557.666992
Thor,828,1,,101,Thor,Thor,THOR,Enemies,,Enemies,,,,,Negative,,101,Normal,,1,1,1655,6834.759277,410.8025208
Juggernaut,828,2,Juggernaut,55,Juggernaut,Thor,JUGGERNAUT,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Thor - ,101,Normal,,1,1,1656,1218.232544,8643.995117
Thor,829,1,,101,Thor,Thor,THOR,Enemies,,Enemies,,,,,Negative,,101,Normal,,1,1,1657,6834.759277,410.8025208
Kang,829,2,Kang,56,Kang,Thor,KANG,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Thor - ,101,Normal,,1,1,1658,1123.30542,3808.030273
Thor,830,1,,101,Thor,Thor,THOR,Family,,,,,,Family,Positive,,101,Normal,,1,1,1659,6834.759277,410.8025208
Loki,830,2,Loki,61,Loki,Thor,LOKI,Family,,,,,Family,Family,Positive,Relationship with Thor - ,101,Normal,,1,1,1660,9018.084961,9635.300781
Thor,831,1,,101,Thor,Thor,THOR,Enemies,,Enemies,,,,,Negative,,101,Normal,,1,1,1661,6834.759277,410.8025208
Mordo,831,2,Mordo,70,Mordo,Thor,MORDO,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Thor - ,101,Normal,,1,1,1662,7167.004883,8176.752441
Thor,832,1,,101,Thor,Thor,THOR,Teammates,,,,,,Teammates,Positive,,101,Normal,,1,1,1663,6834.759277,410.8025208
Ms. Marvel,832,2,Ms. Marvel,72,Ms. Marvel,Thor,MS. MARVEL,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Thor - ,101,Normal,,1,1,1664,8290.310547,373.7944031
Thor,833,1,,101,Thor,Thor,THOR,Believer,,,,,,Believer,Positive,,101,Normal,,1,1,1665,6834.759277,410.8025208
Punisher 2099,833,2,Punisher 2099,80,Punisher 2099,Thor,PUNISHER 2099,Believer,,,,,Believer,Believer,Positive,Relationship with Thor - ,101,Normal,,1,1,1666,2278.253174,8036.57959
Thor,834,1,,101,Thor,Thor,THOR,Teammates,,,,,,Teammates,Positive,,101,Normal,,1,1,1667,6834.759277,410.8025208
Superior Iron Man,834,2,Superior Iron Man,98,Superior Iron Man,Thor,SUPERIOR IRON MAN,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Thor - ,101,Normal,,1,1,1668,648.6693115,2219.404297
Thor,835,1,,101,Thor,Thor,THOR,Romance,,,,,,Romance,Positive,,101,Normal,,1,1,1669,6834.759277,410.8025208
Thor (Jane Foster),835,2,Thor (Jane Foster),102,Thor (Jane Foster),Thor,THOR (JANE FOSTER),Romance,,,,,Romance,Romance,Positive,Relationship with Thor - ,101,Normal,,1,1,1670,8685.839844,1051.296753
Thor,836,1,,101,Thor,Thor,THOR,Nemesis,,Nemesis,,,,,Negative,,101,Normal,,1,1,1671,6834.759277,410.8025208
Ultron (Classic),836,2,Ultron (Classic),105,Ultron (Classic),Thor,ULTRON (CLASSIC),Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Thor - ,101,Normal,,1,1,1672,2642.140869,3691.219727
Thor,837,1,,101,Thor,Thor,THOR,Enemies,,Enemies,,,,,Negative,,101,Normal,,1,1,1673,6834.759277,410.8025208
Void,837,2,Void,111,Void,Thor,VOID,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Thor - ,101,Normal,,1,1,1674,4255.90332,9555.119141
Thor (Jane Foster),838,1,,102,Thor (Jane Foster),Thor (Jane Foster),THOR (JANE FOSTER),Friends,,,,,,Friends,Positive,,102,Normal,,1,1,1675,8685.839844,1051.296753
Black Widow,838,2,Black Widow,10,Black Widow,Thor (Jane Foster),BLACK WIDOW,Friends,,,,,Friends,Friends,Positive,Relationship with Thor (Jane Foster) - ,102,Normal,,1,1,1676,3148.419189,2359.577148
Thor (Jane Foster),839,1,,102,Thor (Jane Foster),Thor (Jane Foster),THOR (JANE FOSTER),Enemies,,Enemies,,,,,Negative,,102,Normal,,1,1,1677,8685.839844,1051.296753
Gwenpool,839,2,Gwenpool,40,Gwenpool,Thor (Jane Foster),GWENPOOL,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Thor (Jane Foster) - ,102,Normal,,1,1,1678,1186.59021,1541.901855
Thor (Jane Foster),840,1,,102,Thor (Jane Foster),Thor (Jane Foster),THOR (JANE FOSTER),Teammates,,,,,,Teammates,Positive,,102,Normal,,1,1,1679,8685.839844,1051.296753
Iron Man,840,2,Iron Man,52,Iron Man,Thor (Jane Foster),IRON MAN,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Thor (Jane Foster) - ,102,Normal,,1,1,1680,5553.242188,9557.666992
Thor (Jane Foster),841,1,,102,Thor (Jane Foster),Thor (Jane Foster),THOR (JANE FOSTER),Teammates,,,,,,Teammates,Positive,,102,Normal,,1,1,1681,8685.839844,1051.296753
Joe Fixit,841,2,Joe Fixit,54,Joe Fixit,Thor (Jane Foster),JOE FIXIT,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Thor (Jane Foster) - ,102,Normal,,1,1,1682,2199.147217,5653.640137
Thor (Jane Foster),842,1,,102,Thor (Jane Foster),Thor (Jane Foster),THOR (JANE FOSTER),Enemies,,Enemies,,,,,Negative,,102,Normal,,1,1,1683,8685.839844,1051.296753
Loki,842,2,Loki,61,Loki,Thor (Jane Foster),LOKI,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Thor (Jane Foster) - ,102,Normal,,1,1,1684,9018.084961,9635.300781
Thor (Jane Foster),843,1,,102,Thor (Jane Foster),Thor (Jane Foster),THOR (JANE FOSTER),Teammates,,,,,,Teammates,Positive,,102,Normal,,1,1,1685,8685.839844,1051.296753
Ms. Marvel,843,2,Ms. Marvel,72,Ms. Marvel,Thor (Jane Foster),MS. MARVEL,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Thor (Jane Foster) - ,102,Normal,,1,1,1686,8290.310547,373.7944031
Thor (Jane Foster),844,1,,102,Thor (Jane Foster),Thor (Jane Foster),THOR (JANE FOSTER),Teammates,,,,,,Teammates,Positive,,102,Normal,,1,1,1687,8685.839844,1051.296753
Ms. Marvel (Kamala Khan),844,2,Ms. Marvel (Kamala Khan),73,Ms. Marvel (Kamala Khan),Thor (Jane Foster),MS. MARVEL (KAMALA KHAN),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Thor (Jane Foster) - ,102,Normal,,1,1,1688,5505.77832,2032.506958
Thor (Jane Foster),845,1,,102,Thor (Jane Foster),Thor (Jane Foster),THOR (JANE FOSTER),Romance,,,,,,Romance,Positive,,102,Normal,,1,1,1689,8685.839844,1051.296753
Thor,845,2,Thor,101,Thor,Thor (Jane Foster),THOR,Romance,,,,,Romance,Romance,Positive,Relationship with Thor (Jane Foster) - ,102,Normal,,1,1,1690,6834.759277,410.8025208
Thor (Jane Foster),846,1,,102,Thor (Jane Foster),Thor (Jane Foster),THOR (JANE FOSTER),Teammates,,,,,,Teammates,Positive,,102,Normal,,1,1,1691,8685.839844,1051.296753
Vision,846,2,Vision,109,Vision,Thor (Jane Foster),VISION,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Thor (Jane Foster) - ,102,Normal,,1,1,1692,5743.09668,9648.567383
Thor (Ragnarok),847,1,,103,Thor (Ragnarok),Thor (Ragnarok),THOR (RAGNAROK),Not Afraid Of Death,,,,Not Afraid Of Death,,,Neutral,,103,Perfect,,1,1,1693,4809.645508,1471.81543
